section,year,cache_id,mock_relative_url,mock_absolute_url,mock_name,author_name,published_at,description,intro,external_url,rankings_url,completed_url,completion_percentage,completion_place,most_accurate,temporary_mock,scheduled_to_be_deleted,time_left_before_deletion,top_authors_count,twitter,user_mock,user_premium,selection_count,previous_mock_date_count,list_rank
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/fansided-2025-cody-williams?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/fansided-2025-cody-williams?date=2025-04-24,Fansided,Cody Williams,04/24/25,"2025 NFL Mock Draft: Steelers and Bears trade up for star power in final full first-round prediction : Full first-round predictions in our final 2025 NFL Mock Draft featuring multiple massive trades from the Steelers, Bears, Packers, Chiefs and more. ","Soon enough, the 2025 NFL Draft will begin. The newest crop of hopeful stars will officially make the jump from college to the professional level. We'll know where Colorado QB Shedeur Sanders will ultimately land. Just how much teams truly value Boise State RB Ashton Jeanty will finally be revealed. How far will Arizona WR Tetairoa McMillan fall? Is Will Campbell really the first offensive lineman off the board? All of this will be answered soon enough — but let's try and predict it before it happens with one final 2025 NFL mock draft. One of the strangest things about this year's NFL Draft is the simple fact that it feels like we know so little at this point. There has undoubtedly been a steady barrage of rumors and buzz for weeks but, in terms of the things you can truly feel confident in, there isn't much. That makes the draft itself exciting but it makes an NFL mock draft a bit more difficult. What we have to do in that case is take the rumors, reports and buzz that we've heard, weigh how real we think that is, then use a bit of common sense and predictive logic to try and come up with all 32 picks. Easy enough, right? Let's do it, then. It's a full first-round prediction for the 2025 NFL Draft.",https://fansided.com/2025-nfl-mock-draft-full-first-round-predictions?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,,,True,False,False,09/16/2025 09:55am CDT,0,TheSizzle20,False,False,32,9,1
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/draft-sharks-2025-jared-smola?date=2025-04-25,https://www.nflmockdraftdatabase.com/mock-drafts/2025/draft-sharks-2025-jared-smola?date=2025-04-25,Draft Sharks,Jared Smola,04/24/25,"2025 NFL Mock Draft : Jared Smola's 2025 NFL mock draft includes three QBs landing in Round 1, plus a surprising landing spot for WR Matthew Golden.",How many QBs will go in Round 1? Where will the top WRs in the class land? And how about Ashton Jeanty? Jared Smola takes a crack at how the first round will unfold on Thursday night.,https://www.draftsharks.com/article/2025-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,30.29%,17th,False,False,False,05/02/2025 12:03pm CDT,1,SmolaDS,False,False,32,1,2
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/the-mirror-2025-charlie-wilson?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/the-mirror-2025-charlie-wilson?date=2025-04-24,The Mirror,Charlie Wilson,04/24/25,NFL Mock Draft 2025 - Shedeur Sanders' landing spot in final prediction : The first round of the NFL Draft is now just around the corner as Mirror U.S. Sports puts together a prediction of where each team will go with their first pick in the class,"Below is our final mock draft ahead of Thursday's first round, being a prediction of what is likely to happen when considering all the reports, what we're hearing, and taking team needs into consideration.",https://www.themirror.com/sport/american-football/nfl-mock-draft-final-prediction-1108190?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,18.99%,378th,False,False,False,05/02/2025 12:13pm CDT,0,charliereachplc,False,False,32,2,3
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/arizona-republic-2025-theo-mackie?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/arizona-republic-2025-theo-mackie?date=2025-04-24,Arizona Republic,Theo Mackie,04/24/25,"NFL mock draft: Cardinals take a risk, Shedeur Sanders slides, Travis Hunter to Browns : The Republic projects the first round of the NFL draft, which begins on Thursday in Green Bay.","It’s NFL draft day, which means it’s time for one final first-round mock draft. As has been the case for the past month, the most intriguing part of this draft is where Colorado quarterback Shedeur Sanders ends up. Once a consensus top three pick, Sanders is now seen as a possibility to slip into the second round. The bet here is that a quarterback-needy team trades up to snag him in the middle of the first round. But as always, these mock drafts are done without trades.",https://www.azcentral.com/story/sports/nfl/cardinals/2025/04/24/final-nfl-mock-draft-cam-ward-goes-to-titans-shedeur-sanders-falls/83239323007/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,24.52%,122nd,False,False,False,05/02/2025 12:10pm CDT,0,theo_mackie,False,False,32,5,4
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/fox-sports-2025-colin-cowherd?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/fox-sports-2025-colin-cowherd?date=2025-04-24,Fox Sports,Colin Cowherd,04/24/25,2025 NFL Mock Draft : Shedeur Sanders slips out of the top 15 in Colin Cowherd's final mock draft as he shares what he's hearing on potential trades involving Travis Hunter and Ashton Jeanty.,"Draft Day has finally arrived. The 2025 NFL Draft will commence Thursday night with the first round. As of Thursday afternoon, each team still owns its first-round selection, which marks the first time that's been the case on Draft Day in the Common Draft Era. However, that doesn't mean that there won't be trades made when the first round takes place on Thursday night. In fact, Colin Cowherd projects that one team will make a big jump into the top 15 in his final mock draft. ""I was on the phone last night, yesterday afternoon and this morning and there was a lot of Bears rumors about Ashton Jeanty,"" Cowherd said on Thursday's ""The Herd."" ""But to make a trade work, a lot of teams want things. I'm told that the Jaguars want to go up and get Travis Hunter. Well, what do we get? So, there's a lot of conversations and calls. Very rarely do you get moves in the top 10 picks, but there are a lot of calls. So, here's what I'm hearing.""",https://www.foxsports.com/stories/nfl/rams-trade-up-2-rbs-picked-top-15-colin-cowherds-2025-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,15.38%,653rd,False,False,False,05/01/2025 03:48pm CDT,0,ColinCowherd,False,False,15,2,5
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/cbs-2025-michael-renner?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/cbs-2025-michael-renner?date=2025-04-24,CBS,Michael Renner,04/24/25,"2025 NFL mock draft: Steelers snag Shedeur Sanders, Cowboys trade into top 5 and NFC contenders add WRs : A final stab at predicting how the first round will shake out","I can't think of a first round in recent NFL history with more question marks. After the top three players in the draft, the ranges for pretty much everyone else are all over the map. There are prospects that could be top 10 picks or fall out of the first round entirely. That being said, there are a few trends I feel good about predicting. The first is that the offensive tackles will come off the board early. There's a group of five guys who have all the tools to be long-term starters. After that, there may not be another starter in the entire class. Because the need for offensive line is universal and because it's seen as a higher floor position, expect those five to be in demand. The other trend is running backs being worthy of first-rounders again. General managers love taking running backs because they are seen as ""safe"" picks. After Saquon Barkley and Derrick Henry's success last season, more teams will be willing to use their top pick on the position.",https://www.cbssports.com/nfl/draft/news/2025-nfl-mock-draft-steelers-snag-shedeur-sanders-cowboys-trade-into-top-5-and-nfc-contenders-add-wrs/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,21.88%,217th,False,False,False,05/02/2025 12:03pm CDT,0,mikerenner_,False,False,32,7,6
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/lions-wire-2025-russell-brown?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/lions-wire-2025-russell-brown?date=2025-04-24,Lions Wire,Russell Brown,04/24/25,2025 NFL Mock Draft: Russell Brown’s Final First-Round Predictions : 2025 NFL Mock Draft: Russell Brown’s Final First-Round Predictions,"We’ve finally reached the week of the 2025 NFL Draft! Countless hours of watching film and breaking this all down is what it’s all about. We’ve done that and now we put together our final mock draft of the 2025 NFL Draft cycle. Here’s how I see the first round playing out on Thursday for the 2025 NFL Draft. For more draft content, you can follow me on X: @RussNFLDraft",https://lionswire.usatoday.com/story/sports/nfl/lions/2025/04/24/2025-nfl-mock-draft-russell-browns-final-first-round-predictions/83254584007/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,19.23%,343rd,False,False,False,05/01/2025 03:49pm CDT,0,RussNFLDraft,False,False,32,1,7
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/off-tackle-empire-2025-keith-manlove?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/off-tackle-empire-2025-keith-manlove?date=2025-04-24,Off Tackle Empire,Keith Manlove,04/24/25,"2025 NFL Draft Big Board, Mock Draft: Projections, Predictions : ...excuse me, we read our notes wrong. The best prospects in the 2025 NFL Draft: An Off Tackle Empire B1G Board",Here’s how we see the 2025 NFL Draft shaking out:,https://www.offtackleempire.com/2025/4/24/24415743/2025-nfl-draft-big-board-mock-draft-projections-predictions-ohio-state-michigan-penn-state-players?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,6.73%,1025th,False,False,False,05/02/2025 01:11pm CDT,0,MNWildcat,False,False,32,1,8
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/the-huddle-2025-cory-bonini?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/the-huddle-2025-cory-bonini?date=2025-04-24,The Huddle,Cory Bonini,04/24/25,Cory Bonini's 2025 NFL mock draft 4.0 : Be sure to check out our latest NFL mock draft!,"Here’s my latest 2025 NFL mock draft. Be sure to check our NFL Draft Central page for the rest of our mocks, player scouting reports, and post-draft analysis of every key pick relevant to fantasy football.",https://thehuddle.com/lists/cory-bonini-2025-nfl-mock-draft-final-update/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,24.76%,111th,False,False,False,05/02/2025 12:12pm CDT,0,Cory_Bonini,False,False,32,4,9
mock-drafts,2025,mocks/Show-0,/mock-drafts/2025/fantasy-pros-2025-richard-janvrin?date=2025-04-24,https://www.nflmockdraftdatabase.com/mock-drafts/2025/fantasy-pros-2025-richard-janvrin?date=2025-04-24,Fantasy Pros,Richard Janvrin,04/24/25,"2025 NFL Mock Draft With Trades: Final First-Round Predictions : Richard Janvrin walks us through his final 2025 NFL Mock Draft, as he predicts the first 32 picks of the draft.","Alright. We’re finally here. The 2025 NFL Draft kicks off tonight at 8:00 p.m. ET from Green Bay, Wisconsin. This is my final mock draft of the 2025 cycle. In this one, I’ll attempt to be as predictive as possible, given the latest reports, and trying to sort through the noise. Let’s go.",https://www.fantasypros.com/2025/04/2025-nfl-mock-draft-with-trades-final-first-round-predictions/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2025/consensus-big-board-2025,https://www.nflmockdraftdatabase.com/mock-drafts/2025/final-scores,23.8%,139th,False,False,False,05/01/2025 03:50pm CDT,0,RichardJanvrin,False,False,32,6,10
