team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
arizona-cardinals,Arizona Cardinals,CB,6,5,2.5,2.0,1,7,,,,
arizona-cardinals,Arizona Cardinals,IOL,5,4,4.6,5.0,2,7,,,,
arizona-cardinals,Arizona Cardinals,RB,5,4,2.0,1.0,1,4,,,,
arizona-cardinals,Arizona Cardinals,LB,4,4,5.75,6.0,4,7,,,,
arizona-cardinals,Arizona Cardinals,WR,4,4,5.75,6.5,3,7,,,,
arizona-cardinals,Arizona Cardinals,EDGE,3,3,5.666666666666667,5.0,5,7,,,,
arizona-cardinals,Arizona Cardinals,TE,3,3,3.6666666666666665,3.0,2,6,,,,
arizona-cardinals,Arizona Cardinals,DL,1,1,5.0,5.0,5,5,,,,
atlanta-falcons,Atlanta Falcons,CB,6,6,3.3333333333333335,3.5,1,5,,,,
atlanta-falcons,Atlanta Falcons,EDGE,6,5,4.166666666666667,5.0,2,5,,,,
atlanta-falcons,Atlanta Falcons,RB,6,6,4.666666666666667,5.0,2,6,,,,
atlanta-falcons,Atlanta Falcons,S,5,5,4.2,4.0,2,6,,,,
atlanta-falcons,Atlanta Falcons,TE,5,4,3.8,5.0,1,6,,,,
atlanta-falcons,Atlanta Falcons,IOL,4,4,3.75,3.5,2,6,,,,
atlanta-falcons,Atlanta Falcons,WR,4,3,4.75,5.0,3,6,,,,
atlanta-falcons,Atlanta Falcons,OT,3,3,6.0,6.0,5,7,,,,
atlanta-falcons,Atlanta Falcons,DL,2,1,3.5,3.5,3,4,,,,
atlanta-falcons,Atlanta Falcons,QB,2,1,1.0,1.0,1,1,,,,
atlanta-falcons,Atlanta Falcons,LB,1,1,6.0,6.0,6,6,,,,
baltimore-ravens,Baltimore Ravens,EDGE,7,6,2.4285714285714284,2.0,1,6,,,,
baltimore-ravens,Baltimore Ravens,WR,6,5,3.1666666666666665,3.5,1,5,,,,
baltimore-ravens,Baltimore Ravens,IOL,5,4,3.8,4.0,2,5,,,,
baltimore-ravens,Baltimore Ravens,OT,5,5,3.6,3.0,1,6,,,,
baltimore-ravens,Baltimore Ravens,S,5,5,3.4,3.0,2,5,,,,
baltimore-ravens,Baltimore Ravens,CB,3,2,5.333333333333333,5.0,5,6,,,,
baltimore-ravens,Baltimore Ravens,TE,3,3,5.333333333333333,5.0,5,6,,,,
baltimore-ravens,Baltimore Ravens,DL,2,2,4.5,4.5,3,6,,,,
baltimore-ravens,Baltimore Ravens,LB,1,1,6.0,6.0,6,6,,,,
baltimore-ravens,Baltimore Ravens,QB,1,1,5.0,5.0,5,5,,,,
baltimore-ravens,Baltimore Ravens,RB,1,1,6.0,6.0,6,6,,,,
buffalo-bills,Buffalo Bills,EDGE,8,7,2.25,2.0,1,7,,,,
buffalo-bills,Buffalo Bills,CB,7,6,3.0,3.0,1,5,,,,
buffalo-bills,Buffalo Bills,RB,5,2,3.2,1.0,1,7,,,,
buffalo-bills,Buffalo Bills,DL,3,2,2.6666666666666665,3.0,2,3,,,,
buffalo-bills,Buffalo Bills,S,3,3,4.666666666666667,5.0,3,6,,,,
buffalo-bills,Buffalo Bills,TE,3,3,5.333333333333333,6.0,3,7,,,,
buffalo-bills,Buffalo Bills,IOL,2,2,4.0,4.0,3,5,,,,
buffalo-bills,Buffalo Bills,LB,1,1,5.0,5.0,5,5,,,,
buffalo-bills,Buffalo Bills,WR,1,1,5.0,5.0,5,5,,,,
carolina-panthers,Carolina Panthers,WR,3,3,4.666666666666667,4.0,4,6,,,,
carolina-panthers,Carolina Panthers,CB,2,2,4.5,4.5,3,6,,,,
carolina-panthers,Carolina Panthers,EDGE,2,2,3.5,3.5,1,6,,,,
carolina-panthers,Carolina Panthers,IOL,2,2,4.0,4.0,2,6,,,,
carolina-panthers,Carolina Panthers,OT,2,2,1.5,1.5,1,2,,,,
carolina-panthers,Carolina Panthers,TE,2,2,4.5,4.5,3,6,,,,
carolina-panthers,Carolina Panthers,DL,1,1,5.0,5.0,5,5,,,,
carolina-panthers,Carolina Panthers,QB,1,1,5.0,5.0,5,5,,,,
carolina-panthers,Carolina Panthers,RB,1,1,7.0,7.0,7,7,,,,
carolina-panthers,Carolina Panthers,S,1,1,2.0,2.0,2,2,,,,
