section,year,cache_id,mock_relative_url,mock_absolute_url,mock_name,author_name,published_at,description,intro,external_url,rankings_url,completed_url,completion_percentage,completion_place,most_accurate,temporary_mock,scheduled_to_be_deleted,time_left_before_deletion,top_authors_count,twitter,user_mock,user_premium,selection_count,previous_mock_date_count,source_team_slug,source_team_name,source_team_code,source_team_city,source_team_page_url,source_team_page_number,source_team_total_pages,source_team_year,list_rank
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/cardinals-si-2021-zack-dietz?date=2021-04-11,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/cardinals-si-2021-zack-dietz?date=2021-04-11,SI,Zack Dietz,04/11/21,Arizona Cardinals 7-Round NFL Mock Draft : Every pick for the Arizona Cardinals in the upcoming NFL Draft.,"The Arizona Cardinals are coming off a solid, yet disappointing season in 2020. The team got off to a great start but combined with the inconsistencies on defense and Kliff Kingsbury’s questionable play-calling led to an 8-8 record and a missed playoff spot. It wasn’t all negative, however, as the Kyler Muray-De’Andre Hopkins duo had immediate chemistry. Unfortunately for Steve Keim and the Arizona Cardinals front office, it’s due or die time for them. 2021 has to be the season they make a playoff run, and given that they’ve already acquired J.J. Watt and Rodney Hudson this offseason, that looks like the team’s ultimate goal.",https://www.si.com/nfl/draft/mocks/arizona-cardinals-7-round-nfl-mock-draft?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/18/2021 10:35am CDT,0,NFL_Dietz,False,False,5,1,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,1,1,2021,1
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/cardinals-cards-wire-2021-sam-dehring?date=2021-04-12,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/cardinals-cards-wire-2021-sam-dehring?date=2021-04-12,Cards Wire,Sam Dehring,04/12/21,"Cardinals seven-round mock draft 4.0 : These draft picks could be big game changers for the Cardinals next season, and it all starts in just a few weeks. ","We are just a few weeks away from the 2021 NFL Draft, and the Cardinals are continuing to slowly make depth moves, including bringing in Colt McCoy as the backup for Kyler Murray.. It will be interesting to see if the Cardinals trade out of either of their first two picks, especially because after their second-round pick, they don’t pick until the fifth round. However, if they decide to stay put, they can still get some nice valued picks where they are.  ",https://cardswire.usatoday.com/lists/nfl-mock-draft-arizona-cardinals-najee-harris-7-rounds/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/19/2021 09:18pm CDT,0,sam_dehring68,False,False,6,4,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,1,1,2021,2
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/cardinals-cards-wire-2021-jess-root?date=2021-04-25,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/cardinals-cards-wire-2021-jess-root?date=2021-04-25,Cards Wire,Jess Root,04/25/21,Lots of trades for Cardinals in new mock draft simulations : Check out this one final simulation.,"Arizona Cardinals general manager Steve Keim told reporters this past week that it would be more likely the team trade down in the 2021 NFL draft to acquire more picks. In this latest seven-round draft simulation, we take that to heart and make a few trades. There are six trades in all and three in the first round. They trade back three times. Here are the results of the draft below.",https://cardswire.usatoday.com/lists/nfl-mock-draft-simulation-trades-arizona-cardinals/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,05/02/2021 10:17pm CDT,0,senorjessroot,False,False,9,3,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,1,1,2021,3
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/cardinals-with-the-first-pick-2021-billy-kosko?date=2021-04-20,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/cardinals-with-the-first-pick-2021-billy-kosko?date=2021-04-20,With The First Pick,Billy Kosko,04/20/21,"Cardinals trade back, land Greg Newsome II in 2021 NFL Mock Draft : After what appears to be a great offseason, the Arizona Cardinals can be seen as a contender. The NFC West may end up being a battle between the Cardinals","After what appears to be a great offseason so far, the Arizona Cardinals can be seen as contenders. The NFC West may end up being a battle between the Cardinals and the Rams for first place. The Cardinals also brought in former Las Vegas Raider Rodney Hudson to play center. This will certainly help the interior of their offensive line, but there are still holes on the line. However, the biggest need they have is at the cornerback position. Patrick Peterson left in the offseason. And their two current starters, Malcolm Butler and Robert Alford are both over the age of 30. Their best days are probably behind them. It is definitely time for the Arizona Cardinals to bring in a solid prospect with the potential to be a top cornerback.",https://withthefirstpick.com/2021/04/20/cardinals-mock-newsome-davis-sermon/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/28/2021 09:34am CDT,0,billykosko,False,False,7,1,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,1,1,2021,4
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/cardinals-sportsnaut-2021-matt-johnson?date=2021-04-11,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/cardinals-sportsnaut-2021-matt-johnson?date=2021-04-11,Sportsnaut,Matt Johnson,04/11/21,"Arizona Cardinals mock draft: Full 7-round 2021 NFL Draft projection with trades : After taking a win-now approach in free agency, our Arizona Cardinals mock draft takes the same approach in the 2021 NFL Draft.","The 2021 NFL Draft is almost here and it’s time for an Arizona Cardinals mock draft. Following an active spring that saw the organization take a win-now approach, a few right moves in the upcoming draft could make this team a Super Bowl contender. Arizona kicked things off with a splash, signing J.J. Watt to create a fearsome pass-rushing duo with Chandler Jones. If that wasn’t enough to make fans excited, the Cardinals acquired Pro Bowl center Rodney Hudson and landed A.J. Green to step in as the No.2 wide receiver. ",https://sportsnaut.com/arizona-cardinals-mock-draft-2021/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/19/2021 10:18am CDT,0,Sportsnaut,False,False,4,1,arizona-cardinals,Arizona Cardinals,ARI,Arizona,https://www.nflmockdraftdatabase.com/teams/2026/arizona-cardinals,1,1,2021,5
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/falcons-nfl-spin-zone-2021-lucas-schuh?date=2021-04-22,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/falcons-nfl-spin-zone-2021-lucas-schuh?date=2021-04-22,NFL Spin Zone,Lucas Schuh,04/22/21,"Atlanta Falcons 7-round mock draft keeps offense lethal, upgrades defense : The Atlanta Falcons have plenty of picks in the 2021 NFL Draft to retool their roster and try to return to competitiveness in the NFC.","The Atlanta Falcons got off to a brutal start this past season, going 0-5 out of the gate before managing to win a couple of games in the middle of the year and then bottoming out again. The Falcons’ struggles ultimately led to the midseason firing of head coach Dan Quinn but a switch to interim head coach Raheem Morris only yielded a 4-12 record. But that did earn the franchise the fourth-overall pick in the 2021 NFL Draft. Morris is now out and former Titans offensive coordinator Arthur Smith is the head man in Atlanta. He worked wonders in the Tennessee offense and he brings with him Dave Ragone and Dean Pees as offensive and defensive coordinators, respectively.",https://nflspinzone.com/2021/04/22/atlanta-falcons-7-round-mock-draft-kyle-pitts/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/29/2021 09:06pm CDT,0,LucasSchuh2,False,False,9,1,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,1,2,2021,6
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/falcons-sports-talk-atl-2021-jake-gordon?date=2021-04-10,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/falcons-sports-talk-atl-2021-jake-gordon?date=2021-04-10,Sports Talk ATL,Jake Gordon,04/10/21,"Falcons: Post-Free Agency 2021 NFL Mock Draft 2.0 (7 Rounds) - SportsTalkATL.com : Falcons Fans are a bit divided on what the Falcons should do with the No. 4 pick in the 2021 NFL Draft, but going off of what Terry Fontenot has indicated, falcons, Featured, mock draft, NFL Draft, Trade Down","Fans are a bit divided on what the Falcons should do with the No. 4 pick in the 2021 NFL Draft, but going off of what Terry Fontenot has indicated, Atlanta will be choosing the best player available no matter what the position. The Falcons added a few good pieces in free agency, but for the most part, the pressing needs on the roster are still there. The biggest questions that still loom are:",https://www.sportstalkatl.com/falcons-post-free-agency-2021-nfl-mock-draft-2-0-7-rounds/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/18/2021 10:35am CDT,0,SportsTalkATL,False,False,8,3,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,1,2,2021,7
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/falcons-grueling-truth-2021-samuel-teets?date=2021-04-16,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/falcons-grueling-truth-2021-samuel-teets?date=2021-04-16,Grueling Truth,Samuel Teets,04/16/21,Atlanta Falcons seven-round 2021 NFL Mock Draft ,"This coming season marks the beginning of Arthur Smith’s reign in Atlanta. The former offensive coordinator inherits a team with some elite talent but little depth. Despite boasting several current and former All-Pros, the Falcons haven’t made the playoffs in three years. A quality draft class could turn things around for Smith’s team. Atlanta possesses the fourth overall pick in 2021, which is a blessing and a curse. With the three teams above them destined to take quarterbacks, the Falcons have their choice of the best players at all other positions. They could also trade back and accumulate more assets. However, Matt Ryan is almost 36 years old and has one campaign with a passer rating over 100 in the past four seasons.",https://thegruelingtruth.com/football/nfl/atlanta-falcons-seven-round-2021-nfl-mock-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/23/2021 09:26pm CDT,0,Sam_Teets33,False,False,9,1,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,1,2,2021,8
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/falcons-pro-football-network-2021-a-j-schulte?date=2021-04-20,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/falcons-pro-football-network-2021-a-j-schulte?date=2021-04-20,Pro Football Network,A.J. Schulte,04/20/21,Falcons Mock Draft 2021: Finding the future at No. 4? | PFN : What should the Falcons do at pick No. 4? This Falcons 7-Round 2021 Mock Draft provides a solution for the present and the future in Atlanta.,"The Atlanta Falcons are in a tricky spot picking fourth overall in the 2021 NFL Draft. The good news for them is that they know three quarterbacks will go ahead of their pick. The bad news is the quarterback they are highest on might be picked before they are on the clock. GM Terry Fontenot is in a tricky situation preparing for the future while also having to remain competitive with Matt Ryan. However, I think they can do both in this Falcons 2021 7-Round Mock Draft.",https://www.profootballnetwork.com/falcons-mock-draft-2021-pre-draft/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,04/28/2021 09:34am CDT,0,AJDraftScout,False,False,9,2,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,2,2,2021,9
teams,2021,team_mocks/Show-0,/team-mock-drafts/2021/falcons-falcons-wire-2021-cam-marino?date=2021-04-27,https://www.nflmockdraftdatabase.com/team-mock-drafts/2021/falcons-falcons-wire-2021-cam-marino?date=2021-04-27,Falcons Wire,Cam Marino,04/27/21,"Falcons 2021 mock draft: Atlanta lands FSU CB Asante Samuel Jr. : The 2021 NFL draft is just two days away but for Falcons fans, the last 10 days have felt like a puzzle with too many pieces.","The 2021 NFL draft is just two days away but for Falcons fans, the last 10 days have felt like a puzzle with too many pieces. Let’s break down what I believe to be the most likely scenario for Atlanta in my final mock draft of the year.",https://thefalconswire.usatoday.com/lists/falcons-mock-draft-trey-lance-asante-samuel-atlanta/?utm_source=nflmockdraftdatabase&utm_medium=website&utm_content=read_mock_link,https://www.nflmockdraftdatabase.com/big-boards/2021/consensus-big-board-2021,https://www.nflmockdraftdatabase.com/mock-drafts/2021/final-scores,,,False,False,False,05/04/2021 09:51am CDT,0,MarinoNFL,False,False,9,4,atlanta-falcons,Atlanta Falcons,ATL,Atlanta,https://www.nflmockdraftdatabase.com/teams/2026/atlanta-falcons,2,2,2021,10
