team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
arizona-cardinals,Arizona Cardinals,LB,4,4,4.75,5.5,1,7,,,,
arizona-cardinals,Arizona Cardinals,DL,3,3,3.3333333333333335,3.0,2,5,,,,
arizona-cardinals,Arizona Cardinals,EDGE,2,2,3.0,3.0,2,4,,,,
arizona-cardinals,Arizona Cardinals,OT,2,2,1.0,1.0,1,1,,,,
arizona-cardinals,Arizona Cardinals,QB,2,2,3.0,3.0,2,4,,,,
arizona-cardinals,Arizona Cardinals,RB,2,2,6.5,6.5,6,7,,,,
arizona-cardinals,Arizona Cardinals,CB,1,1,2.0,2.0,2,2,,,,
arizona-cardinals,Arizona Cardinals,IOL,1,1,3.0,3.0,3,3,,,,
arizona-cardinals,Arizona Cardinals,WR,1,1,3.0,3.0,3,3,,,,
atlanta-falcons,Atlanta Falcons,DL,3,3,3.3333333333333335,4.0,2,4,,,,
atlanta-falcons,Atlanta Falcons,WR,3,3,3.6666666666666665,3.0,2,6,,,,
atlanta-falcons,Atlanta Falcons,CB,2,2,2.5,2.5,2,3,,,,
atlanta-falcons,Atlanta Falcons,EDGE,2,2,6.5,6.5,6,7,,,,
atlanta-falcons,Atlanta Falcons,LB,2,2,6.5,6.5,6,7,,,,
atlanta-falcons,Atlanta Falcons,IOL,1,1,7.0,7.0,7,7,,,,
atlanta-falcons,Atlanta Falcons,OT,1,1,4.0,4.0,4,4,,,,
atlanta-falcons,Atlanta Falcons,RB,1,1,3.0,3.0,3,3,,,,
baltimore-ravens,Baltimore Ravens,CB,3,3,4.0,5.0,2,5,,,,
baltimore-ravens,Baltimore Ravens,IOL,2,2,3.0,3.0,1,5,,,,
baltimore-ravens,Baltimore Ravens,DL,1,1,3.0,3.0,3,3,,,,
baltimore-ravens,Baltimore Ravens,EDGE,1,1,6.0,6.0,6,6,,,,
baltimore-ravens,Baltimore Ravens,LB,1,1,7.0,7.0,7,7,,,,
baltimore-ravens,Baltimore Ravens,RB,1,1,5.0,5.0,5,5,,,,
