team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
arizona-cardinals,Arizona Cardinals,CB,4,4,4.0,4.0,3,5,,,,
arizona-cardinals,Arizona Cardinals,EDGE,4,4,3.75,4.0,1,6,,,,
arizona-cardinals,Arizona Cardinals,IOL,3,3,3.6666666666666665,2.0,2,7,,,,
arizona-cardinals,Arizona Cardinals,S,3,3,4.666666666666667,5.0,3,6,,,,
arizona-cardinals,Arizona Cardinals,WR,3,2,2.0,1.0,1,4,,,,
arizona-cardinals,Arizona Cardinals,DL,2,2,4.0,4.0,1,7,,,,
arizona-cardinals,Arizona Cardinals,LB,1,1,3.0,3.0,3,3,,,,
arizona-cardinals,Arizona Cardinals,RB,1,1,3.0,3.0,3,3,,,,
arizona-cardinals,Arizona Cardinals,TE,1,1,4.0,4.0,4,4,,,,
atlanta-falcons,Atlanta Falcons,EDGE,12,8,2.6666666666666665,2.0,1,7,,,,
atlanta-falcons,Atlanta Falcons,CB,10,9,2.6,2.0,1,6,,,,
atlanta-falcons,Atlanta Falcons,WR,10,8,3.5,3.0,2,6,,,,
atlanta-falcons,Atlanta Falcons,DL,7,6,3.857142857142857,4.0,3,6,,,,
atlanta-falcons,Atlanta Falcons,S,6,4,5.166666666666667,5.5,4,6,,,,
atlanta-falcons,Atlanta Falcons,QB,5,2,2.8,3.0,2,3,,,,
atlanta-falcons,Atlanta Falcons,LB,3,3,6.0,6.0,5,7,,,,
atlanta-falcons,Atlanta Falcons,OT,3,3,5.333333333333333,6.0,4,6,,,,
atlanta-falcons,Atlanta Falcons,IOL,2,2,3.0,3.0,3,3,,,,
atlanta-falcons,Atlanta Falcons,RB,1,1,5.0,5.0,5,5,,,,
baltimore-ravens,Baltimore Ravens,OT,10,8,3.0,2.5,1,7,,,,
baltimore-ravens,Baltimore Ravens,WR,9,8,3.4444444444444446,3.0,1,7,,,,
baltimore-ravens,Baltimore Ravens,EDGE,8,7,4.625,4.5,2,7,,,,
baltimore-ravens,Baltimore Ravens,IOL,8,5,4.5,4.0,3,7,,,,
baltimore-ravens,Baltimore Ravens,RB,7,6,5.285714285714286,5.0,4,7,,,,
baltimore-ravens,Baltimore Ravens,CB,6,5,2.8333333333333335,3.0,1,5,,,,
baltimore-ravens,Baltimore Ravens,LB,6,6,6.166666666666667,7.0,4,7,,,,
baltimore-ravens,Baltimore Ravens,S,5,5,5.4,6.0,4,7,,,,
baltimore-ravens,Baltimore Ravens,DL,4,4,5.75,6.0,4,7,,,,
baltimore-ravens,Baltimore Ravens,QB,1,1,6.0,6.0,6,6,,,,
buffalo-bills,Buffalo Bills,CB,2,2,7.0,7.0,7,7,,,,
buffalo-bills,Buffalo Bills,IOL,2,2,6.0,6.0,5,7,,,,
buffalo-bills,Buffalo Bills,WR,2,2,2.5,2.5,2,3,,,,
buffalo-bills,Buffalo Bills,DL,1,1,5.0,5.0,5,5,,,,
