team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
arizona-cardinals,Arizona Cardinals,CB,2,2,2.5,2.5,1,4,,,,
arizona-cardinals,Arizona Cardinals,DL,2,2,2.0,2.0,1,3,,,,
arizona-cardinals,Arizona Cardinals,EDGE,2,2,5.0,5.0,4,6,,,,
arizona-cardinals,Arizona Cardinals,LB,2,2,5.0,5.0,4,6,,,,
arizona-cardinals,Arizona Cardinals,WR,2,2,5.0,5.0,3,7,,,,
arizona-cardinals,Arizona Cardinals,IOL,1,1,3.0,3.0,3,3,,,,
arizona-cardinals,Arizona Cardinals,OT,1,1,3.0,3.0,3,3,,,,
arizona-cardinals,Arizona Cardinals,S,1,1,4.0,4.0,4,4,,,,
arizona-cardinals,Arizona Cardinals,TE,1,1,7.0,7.0,7,7,,,,
atlanta-falcons,Atlanta Falcons,CB,3,2,3.3333333333333335,3.0,3,4,,,,
atlanta-falcons,Atlanta Falcons,DL,3,3,1.6666666666666667,2.0,1,2,,,,
atlanta-falcons,Atlanta Falcons,LB,3,3,2.3333333333333335,2.0,1,4,,,,
atlanta-falcons,Atlanta Falcons,EDGE,2,2,2.5,2.5,1,4,,,,
atlanta-falcons,Atlanta Falcons,RB,2,2,5.0,5.0,3,7,,,,
atlanta-falcons,Atlanta Falcons,TE,2,2,4.0,4.0,4,4,,,,
atlanta-falcons,Atlanta Falcons,IOL,1,1,4.0,4.0,4,4,,,,
atlanta-falcons,Atlanta Falcons,OT,1,1,7.0,7.0,7,7,,,,
atlanta-falcons,Atlanta Falcons,S,1,1,7.0,7.0,7,7,,,,
baltimore-ravens,Baltimore Ravens,WR,9,5,2.5555555555555554,2.0,1,4,,,,
baltimore-ravens,Baltimore Ravens,LB,6,4,2.5,3.0,1,4,,,,
baltimore-ravens,Baltimore Ravens,IOL,5,5,3.2,3.0,1,5,,,,
baltimore-ravens,Baltimore Ravens,DL,4,4,4.0,4.5,2,5,,,,
baltimore-ravens,Baltimore Ravens,EDGE,4,4,2.75,2.5,2,4,,,,
baltimore-ravens,Baltimore Ravens,CB,3,3,6.333333333333333,7.0,5,7,,,,
baltimore-ravens,Baltimore Ravens,TE,3,3,4.666666666666667,4.0,3,7,,,,
baltimore-ravens,Baltimore Ravens,RB,2,2,2.0,2.0,2,2,,,,
baltimore-ravens,Baltimore Ravens,S,2,2,3.5,3.5,3,4,,,,
baltimore-ravens,Baltimore Ravens,OT,1,1,7.0,7.0,7,7,,,,
buffalo-bills,Buffalo Bills,WR,9,7,4.666666666666667,5.0,2,7,,,,
buffalo-bills,Buffalo Bills,RB,7,5,3.7142857142857144,4.0,2,6,,,,
buffalo-bills,Buffalo Bills,CB,6,5,3.6666666666666665,3.5,2,6,,,,
buffalo-bills,Buffalo Bills,EDGE,5,4,2.6,2.0,2,4,,,,
buffalo-bills,Buffalo Bills,DL,4,3,6.25,6.0,6,7,,,,
buffalo-bills,Buffalo Bills,LB,4,4,4.75,5.0,3,6,,,,
buffalo-bills,Buffalo Bills,IOL,3,3,5.666666666666667,6.0,4,7,,,,
buffalo-bills,Buffalo Bills,S,3,3,5.333333333333333,5.0,5,6,,,,
buffalo-bills,Buffalo Bills,OT,2,2,5.5,5.5,4,7,,,,
buffalo-bills,Buffalo Bills,QB,2,2,7.0,7.0,7,7,,,,
buffalo-bills,Buffalo Bills,TE,2,1,6.0,6.0,6,6,,,,
buffalo-bills,Buffalo Bills,K,1,1,7.0,7.0,7,7,,,,
carolina-panthers,Carolina Panthers,DL,8,5,3.625,4.0,1,6,,,,
carolina-panthers,Carolina Panthers,CB,6,6,3.3333333333333335,3.5,2,5,,,,
carolina-panthers,Carolina Panthers,IOL,5,5,4.8,4.0,2,7,,,,
carolina-panthers,Carolina Panthers,EDGE,3,3,5.666666666666667,5.0,5,7,,,,
carolina-panthers,Carolina Panthers,S,3,3,4.0,5.0,2,5,,,,
carolina-panthers,Carolina Panthers,WR,3,3,4.333333333333333,5.0,3,5,,,,
