team_slug,team_name,player_position,mock_count,unique_players,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick
buffalo-bills,Buffalo Bills,S,3,3,5.333333333333333,5.0,5,6,,,,
buffalo-bills,Buffalo Bills,CB,1,1,5.0,5.0,5,5,,,,
buffalo-bills,Buffalo Bills,QB,1,1,6.0,6.0,6,6,,,,
carolina-panthers,Carolina Panthers,QB,8,2,1.0,1.0,1,1,,,,
carolina-panthers,Carolina Panthers,WR,8,5,3.75,4.0,3,5,,,,
carolina-panthers,Carolina Panthers,EDGE,6,6,2.5,2.0,2,4,,,,
carolina-panthers,Carolina Panthers,LB,6,6,4.0,4.0,2,5,,,,
carolina-panthers,Carolina Panthers,RB,6,4,4.333333333333333,4.0,4,5,,,,
carolina-panthers,Carolina Panthers,CB,5,5,3.2,3.0,2,4,,,,
carolina-panthers,Carolina Panthers,IOL,4,3,3.75,4.0,2,5,,,,
carolina-panthers,Carolina Panthers,DL,2,2,4.0,4.0,3,5,,,,
carolina-panthers,Carolina Panthers,S,2,2,3.5,3.5,3,4,,,,
carolina-panthers,Carolina Panthers,TE,2,2,3.0,3.0,2,4,,,,
chicago-bears,Chicago Bears,DL,31,16,3.6774193548387095,4.0,1,7,,,,
chicago-bears,Chicago Bears,OT,22,14,3.1363636363636362,2.0,1,7,,,,
chicago-bears,Chicago Bears,IOL,18,9,4.277777777777778,4.0,2,7,,,,
chicago-bears,Chicago Bears,EDGE,17,10,2.8823529411764706,2.0,2,7,,,,
chicago-bears,Chicago Bears,CB,14,9,3.4285714285714284,3.0,1,7,,,,
chicago-bears,Chicago Bears,WR,11,8,3.8181818181818183,3.0,2,7,,,,
chicago-bears,Chicago Bears,RB,7,6,4.571428571428571,4.0,2,7,,,,
chicago-bears,Chicago Bears,TE,7,4,4.714285714285714,5.0,3,7,,,,
chicago-bears,Chicago Bears,LB,6,6,5.666666666666667,6.0,4,7,,,,
chicago-bears,Chicago Bears,S,1,1,3.0,3.0,3,3,,,,
cincinnati-bengals,Cincinnati Bengals,CB,8,6,3.375,4.0,1,6,,,,
cincinnati-bengals,Cincinnati Bengals,TE,8,5,2.875,2.5,1,7,,,,
cincinnati-bengals,Cincinnati Bengals,RB,7,6,3.4285714285714284,4.0,2,5,,,,
cincinnati-bengals,Cincinnati Bengals,DL,5,4,4.2,5.0,1,6,,,,
cincinnati-bengals,Cincinnati Bengals,EDGE,5,5,3.4,3.0,1,7,,,,
cincinnati-bengals,Cincinnati Bengals,IOL,5,5,4.8,5.0,2,7,,,,
cincinnati-bengals,Cincinnati Bengals,OT,4,3,3.5,3.0,2,6,,,,
cincinnati-bengals,Cincinnati Bengals,WR,4,3,6.25,6.5,5,7,,,,
cincinnati-bengals,Cincinnati Bengals,P,2,2,6.0,6.0,5,7,,,,
cincinnati-bengals,Cincinnati Bengals,S,2,2,5.5,5.5,5,6,,,,
cincinnati-bengals,Cincinnati Bengals,LB,1,1,7.0,7.0,7,7,,,,
cincinnati-bengals,Cincinnati Bengals,QB,1,1,6.0,6.0,6,6,,,,
cleveland-browns,Cleveland Browns,DL,7,6,4.285714285714286,4.0,3,7,,,,
cleveland-browns,Cleveland Browns,LB,7,6,3.857142857142857,4.0,2,6,,,,
cleveland-browns,Cleveland Browns,S,7,7,6.0,6.0,4,7,,,,
cleveland-browns,Cleveland Browns,EDGE,5,3,3.6,3.0,3,5,,,,
cleveland-browns,Cleveland Browns,RB,5,4,4.6,5.0,3,6,,,,
cleveland-browns,Cleveland Browns,WR,5,4,3.6,3.0,3,5,,,,
cleveland-browns,Cleveland Browns,IOL,4,3,5.5,5.0,5,7,,,,
cleveland-browns,Cleveland Browns,TE,3,3,4.666666666666667,5.0,3,6,,,,
cleveland-browns,Cleveland Browns,CB,2,2,5.5,5.5,5,6,,,,
cleveland-browns,Cleveland Browns,OT,1,1,5.0,5.0,5,5,,,,
cleveland-browns,Cleveland Browns,QB,1,1,7.0,7.0,7,7,,,,
dallas-cowboys,Dallas Cowboys,RB,14,8,3.5,4.0,1,7,,,,
dallas-cowboys,Dallas Cowboys,LB,13,10,4.384615384615385,4.0,1,7,,,,
dallas-cowboys,Dallas Cowboys,CB,12,7,3.9166666666666665,3.5,2,7,,,,
dallas-cowboys,Dallas Cowboys,DL,11,9,4.454545454545454,4.0,1,7,,,,
dallas-cowboys,Dallas Cowboys,TE,11,6,2.8181818181818183,3.0,1,5,,,,
dallas-cowboys,Dallas Cowboys,WR,10,6,3.3,3.0,2,6,,,,
dallas-cowboys,Dallas Cowboys,IOL,9,7,3.6666666666666665,3.0,2,7,,,,
dallas-cowboys,Dallas Cowboys,QB,9,4,5.888888888888889,6.0,4,7,,,,
dallas-cowboys,Dallas Cowboys,OT,4,3,2.25,1.5,1,5,,,,
dallas-cowboys,Dallas Cowboys,EDGE,1,1,1.0,1.0,1,1,,,,
dallas-cowboys,Dallas Cowboys,K,1,1,7.0,7.0,7,7,,,,
dallas-cowboys,Dallas Cowboys,S,1,1,6.0,6.0,6,6,,,,
denver-broncos,Denver Broncos,CB,4,4,4.25,4.0,3,6,,,,
denver-broncos,Denver Broncos,OT,4,3,5.5,5.5,5,6,,,,
denver-broncos,Denver Broncos,EDGE,2,2,3.0,3.0,3,3,,,,
denver-broncos,Denver Broncos,RB,2,2,3.5,3.5,3,4,,,,
denver-broncos,Denver Broncos,TE,2,2,3.5,3.5,2,5,,,,
denver-broncos,Denver Broncos,DL,1,1,4.0,4.0,4,4,,,,
denver-broncos,Denver Broncos,IOL,1,1,3.0,3.0,3,3,,,,
denver-broncos,Denver Broncos,WR,1,1,3.0,3.0,3,3,,,,
detroit-lions,Detroit Lions,CB,8,7,3.625,4.0,1,6,,,,
detroit-lions,Detroit Lions,DL,8,7,2.25,2.0,1,5,,,,
detroit-lions,Detroit Lions,EDGE,6,4,1.8333333333333333,1.0,1,5,,,,
detroit-lions,Detroit Lions,IOL,6,5,4.5,5.0,2,6,,,,
detroit-lions,Detroit Lions,QB,6,4,4.833333333333333,5.0,3,6,,,,
detroit-lions,Detroit Lions,RB,6,4,3.0,3.0,1,5,,,,
detroit-lions,Detroit Lions,LB,5,4,4.8,5.0,3,6,,,,
detroit-lions,Detroit Lions,TE,5,4,3.4,2.0,2,6,,,,
detroit-lions,Detroit Lions,WR,5,3,2.0,2.0,1,3,,,,
detroit-lions,Detroit Lions,K,3,1,6.0,6.0,6,6,,,,
detroit-lions,Detroit Lions,OT,2,1,1.0,1.0,1,1,,,,
detroit-lions,Detroit Lions,S,2,2,3.5,3.5,1,6,,,,
green-bay-packers,Green Bay Packers,TE,14,8,3.357142857142857,2.0,1,7,,,,
green-bay-packers,Green Bay Packers,WR,14,12,3.5714285714285716,3.0,1,7,,,,
green-bay-packers,Green Bay Packers,S,11,9,4.909090909090909,4.0,2,7,,,,
green-bay-packers,Green Bay Packers,EDGE,10,8,2.7,2.0,1,5,,,,
green-bay-packers,Green Bay Packers,DL,9,7,4.222222222222222,4.0,2,7,,,,
green-bay-packers,Green Bay Packers,OT,7,6,3.7142857142857144,5.0,1,7,,,,
green-bay-packers,Green Bay Packers,QB,6,5,7.0,7.0,7,7,,,,
green-bay-packers,Green Bay Packers,K,5,3,6.8,7.0,6,7,,,,
green-bay-packers,Green Bay Packers,CB,3,3,5.333333333333333,5.0,4,7,,,,
green-bay-packers,Green Bay Packers,LB,3,3,5.333333333333333,5.0,4,7,,,,
green-bay-packers,Green Bay Packers,RB,3,3,6.333333333333333,7.0,5,7,,,,
green-bay-packers,Green Bay Packers,IOL,2,2,3.0,3.0,2,4,,,,
houston-texans,Houston Texans,WR,11,8,2.909090909090909,3.0,1,7,,,,
houston-texans,Houston Texans,EDGE,8,6,2.0,1.0,1,6,,,,
houston-texans,Houston Texans,CB,7,7,4.285714285714286,5.0,1,7,,,,
houston-texans,Houston Texans,IOL,7,4,3.2857142857142856,2.0,2,7,,,,
houston-texans,Houston Texans,QB,7,6,1.8571428571428572,1.0,1,5,,,,
houston-texans,Houston Texans,LB,6,5,4.833333333333333,4.5,3,7,,,,
houston-texans,Houston Texans,RB,6,5,6.0,6.5,4,7,,,,
houston-texans,Houston Texans,DL,5,5,4.8,5.0,3,6,,,,
houston-texans,Houston Texans,S,5,5,5.6,6.0,3,7,,,,
houston-texans,Houston Texans,OT,3,3,5.666666666666667,7.0,3,7,,,,
houston-texans,Houston Texans,TE,3,2,5.333333333333333,5.0,5,6,,,,
indianapolis-colts,Indianapolis Colts,CB,7,7,4.0,5.0,2,5,,,,
indianapolis-colts,Indianapolis Colts,WR,6,4,4.166666666666667,4.0,2,7,,,,
indianapolis-colts,Indianapolis Colts,IOL,5,4,4.0,4.0,2,7,,,,
indianapolis-colts,Indianapolis Colts,LB,5,5,5.2,5.0,4,7,,,,
indianapolis-colts,Indianapolis Colts,QB,4,2,1.0,1.0,1,1,,,,
indianapolis-colts,Indianapolis Colts,EDGE,3,2,5.0,5.0,5,5,,,,
indianapolis-colts,Indianapolis Colts,RB,3,3,6.333333333333333,7.0,5,7,,,,
indianapolis-colts,Indianapolis Colts,DL,1,1,7.0,7.0,7,7,,,,
indianapolis-colts,Indianapolis Colts,OT,1,1,7.0,7.0,7,7,,,,
indianapolis-colts,Indianapolis Colts,TE,1,1,3.0,3.0,3,3,,,,
jacksonville-jaguars,Jacksonville Jaguars,CB,8,8,3.25,3.0,1,6,,,,
jacksonville-jaguars,Jacksonville Jaguars,EDGE,6,6,3.3333333333333335,2.0,1,7,,,,
jacksonville-jaguars,Jacksonville Jaguars,IOL,5,5,4.8,6.0,1,7,,,,
jacksonville-jaguars,Jacksonville Jaguars,DL,4,4,5.25,5.0,4,7,,,,
jacksonville-jaguars,Jacksonville Jaguars,S,4,4,4.0,4.5,1,6,,,,
jacksonville-jaguars,Jacksonville Jaguars,TE,4,4,4.25,4.0,3,6,,,,
jacksonville-jaguars,Jacksonville Jaguars,WR,4,4,5.0,5.0,3,7,,,,
jacksonville-jaguars,Jacksonville Jaguars,OT,3,3,4.666666666666667,6.0,2,6,,,,
jacksonville-jaguars,Jacksonville Jaguars,RB,3,2,4.666666666666667,4.0,4,6,,,,
jacksonville-jaguars,Jacksonville Jaguars,LB,2,2,4.5,4.5,3,6,,,,
jacksonville-jaguars,Jacksonville Jaguars,QB,2,2,6.5,6.5,6,7,,,,
kansas-city-chiefs,Kansas City Chiefs,EDGE,7,6,3.0,2.0,1,7,,,,
kansas-city-chiefs,Kansas City Chiefs,IOL,7,6,4.857142857142857,5.0,2,7,,,,
kansas-city-chiefs,Kansas City Chiefs,WR,6,5,3.0,3.0,2,5,,,,
kansas-city-chiefs,Kansas City Chiefs,DL,5,5,3.4,3.0,1,6,,,,
kansas-city-chiefs,Kansas City Chiefs,OT,4,4,2.0,1.5,1,4,,,,
kansas-city-chiefs,Kansas City Chiefs,RB,4,3,5.25,5.5,3,7,,,,
kansas-city-chiefs,Kansas City Chiefs,CB,3,3,5.0,4.0,4,7,,,,
kansas-city-chiefs,Kansas City Chiefs,TE,3,3,5.333333333333333,6.0,4,6,,,,
kansas-city-chiefs,Kansas City Chiefs,LB,2,2,4.5,4.5,3,6,,,,
kansas-city-chiefs,Kansas City Chiefs,S,2,2,5.5,5.5,4,7,,,,
kansas-city-chiefs,Kansas City Chiefs,QB,1,1,6.0,6.0,6,6,,,,
las-vegas-raiders,Las Vegas Raiders,CB,19,12,3.6315789473684212,4.0,1,7,,,,
las-vegas-raiders,Las Vegas Raiders,DL,14,7,4.071428571428571,3.0,2,7,,,,
las-vegas-raiders,Las Vegas Raiders,LB,13,8,3.8461538461538463,3.0,2,7,,,,
las-vegas-raiders,Las Vegas Raiders,IOL,12,8,3.9166666666666665,4.0,2,6,,,,
las-vegas-raiders,Las Vegas Raiders,QB,9,6,4.111111111111111,4.0,1,7,,,,
las-vegas-raiders,Las Vegas Raiders,TE,9,8,3.7777777777777777,3.0,2,7,,,,
las-vegas-raiders,Las Vegas Raiders,EDGE,8,8,3.375,3.5,1,6,,,,
las-vegas-raiders,Las Vegas Raiders,S,7,5,4.285714285714286,3.0,3,6,,,,
las-vegas-raiders,Las Vegas Raiders,WR,6,4,5.666666666666667,6.0,5,6,,,,
las-vegas-raiders,Las Vegas Raiders,OT,4,4,6.0,6.0,5,7,,,,
las-vegas-raiders,Las Vegas Raiders,RB,4,3,6.25,6.5,5,7,,,,
los-angeles-chargers,Los Angeles Chargers,WR,9,7,2.3333333333333335,2.0,1,6,,,,
los-angeles-chargers,Los Angeles Chargers,TE,7,6,2.7142857142857144,2.0,1,5,,,,
los-angeles-chargers,Los Angeles Chargers,CB,6,6,5.166666666666667,5.5,2,7,,,,
los-angeles-chargers,Los Angeles Chargers,EDGE,6,4,1.8333333333333333,2.0,1,3,,,,
los-angeles-chargers,Los Angeles Chargers,IOL,5,4,5.0,5.0,3,6,,,,
los-angeles-chargers,Los Angeles Chargers,RB,5,5,3.8,3.0,2,7,,,,
los-angeles-chargers,Los Angeles Chargers,DL,4,3,6.0,6.5,4,7,,,,
los-angeles-chargers,Los Angeles Chargers,LB,3,3,5.0,4.0,4,7,,,,
los-angeles-chargers,Los Angeles Chargers,S,2,1,4.0,4.0,4,4,,,,
los-angeles-chargers,Los Angeles Chargers,OT,1,1,7.0,7.0,7,7,,,,
los-angeles-rams,Los Angeles Rams,EDGE,4,4,3.0,2.5,2,5,,,,
los-angeles-rams,Los Angeles Rams,WR,4,3,4.25,3.5,3,7,,,,
los-angeles-rams,Los Angeles Rams,CB,3,3,4.666666666666667,5.0,3,6,,,,
los-angeles-rams,Los Angeles Rams,DL,2,1,6.5,6.5,6,7,,,,
los-angeles-rams,Los Angeles Rams,QB,2,2,6.0,6.0,6,6,,,,
los-angeles-rams,Los Angeles Rams,RB,2,2,7.0,7.0,7,7,,,,
los-angeles-rams,Los Angeles Rams,TE,2,2,3.0,3.0,1,5,,,,
los-angeles-rams,Los Angeles Rams,IOL,1,1,5.0,5.0,5,5,,,,
los-angeles-rams,Los Angeles Rams,OT,1,1,3.0,3.0,3,3,,,,
miami-dolphins,Miami Dolphins,RB,2,2,5.0,5.0,4,6,,,,
miami-dolphins,Miami Dolphins,TE,2,2,2.5,2.5,2,3,,,,
miami-dolphins,Miami Dolphins,CB,1,1,3.0,3.0,3,3,,,,
miami-dolphins,Miami Dolphins,DL,1,1,3.0,3.0,3,3,,,,
miami-dolphins,Miami Dolphins,IOL,1,1,4.0,4.0,4,4,,,,
miami-dolphins,Miami Dolphins,OT,1,1,7.0,7.0,7,7,,,,
miami-dolphins,Miami Dolphins,S,1,1,7.0,7.0,7,7,,,,
miami-dolphins,Miami Dolphins,WR,1,1,6.0,6.0,6,6,,,,
minnesota-vikings,Minnesota Vikings,CB,7,6,4.0,5.0,1,6,,,,
minnesota-vikings,Minnesota Vikings,WR,7,7,4.0,4.0,1,6,,,,
minnesota-vikings,Minnesota Vikings,LB,4,3,4.25,4.0,3,6,,,,
minnesota-vikings,Minnesota Vikings,QB,4,3,2.0,1.0,1,5,,,,
minnesota-vikings,Minnesota Vikings,EDGE,3,3,4.0,5.0,2,5,,,,
minnesota-vikings,Minnesota Vikings,RB,3,3,4.0,5.0,1,6,,,,
minnesota-vikings,Minnesota Vikings,DL,2,2,4.5,4.5,3,6,,,,
new-england-patriots,New England Patriots,CB,19,13,3.473684210526316,4.0,1,7,,,,
new-england-patriots,New England Patriots,WR,16,12,3.875,4.0,1,6,,,,
new-england-patriots,New England Patriots,OT,15,9,2.4,2.0,1,4,,,,
new-england-patriots,New England Patriots,EDGE,14,10,3.0,2.5,1,6,,,,
new-england-patriots,New England Patriots,DL,10,10,4.6,5.0,1,7,,,,
new-england-patriots,New England Patriots,TE,10,5,3.0,3.0,1,6,,,,
new-england-patriots,New England Patriots,IOL,9,6,5.555555555555555,6.0,4,7,,,,
new-england-patriots,New England Patriots,LB,7,7,5.285714285714286,6.0,2,7,,,,
new-england-patriots,New England Patriots,P,7,4,6.714285714285714,7.0,5,7,,,,
new-england-patriots,New England Patriots,S,7,3,5.285714285714286,6.0,3,6,,,,
new-england-patriots,New England Patriots,RB,6,5,4.833333333333333,5.5,2,6,,,,
new-england-patriots,New England Patriots,QB,5,4,5.0,6.0,3,6,,,,
new-england-patriots,New England Patriots,K,4,2,5.75,6.0,5,6,,,,
new-orleans-saints,New Orleans Saints,DL,2,1,1.0,1.0,1,1,,,,
new-orleans-saints,New Orleans Saints,EDGE,2,2,2.0,2.0,2,2,,,,
new-orleans-saints,New Orleans Saints,LB,2,2,5.5,5.5,4,7,,,,
new-orleans-saints,New Orleans Saints,S,2,2,5.0,5.0,5,5,,,,
new-orleans-saints,New Orleans Saints,WR,2,2,5.5,5.5,4,7,,,,
new-orleans-saints,New Orleans Saints,CB,1,1,7.0,7.0,7,7,,,,
new-orleans-saints,New Orleans Saints,IOL,1,1,3.0,3.0,3,3,,,,
new-orleans-saints,New Orleans Saints,QB,1,1,7.0,7.0,7,7,,,,
new-orleans-saints,New Orleans Saints,RB,1,1,3.0,3.0,3,3,,,,
new-orleans-saints,New Orleans Saints,TE,1,1,5.0,5.0,5,5,,,,
new-york-giants,New York Giants,IOL,10,9,4.4,4.5,1,7,,,,
new-york-giants,New York Giants,WR,10,10,3.7,4.0,1,7,,,,
new-york-giants,New York Giants,CB,8,7,4.25,3.5,2,7,,,,
new-york-giants,New York Giants,LB,7,5,5.571428571428571,6.0,3,7,,,,
new-york-giants,New York Giants,S,5,4,3.0,3.0,1,5,,,,
new-york-giants,New York Giants,RB,4,4,4.5,4.5,4,5,,,,
new-york-giants,New York Giants,DL,3,3,5.0,7.0,1,7,,,,
new-york-giants,New York Giants,QB,2,2,7.0,7.0,7,7,,,,
new-york-giants,New York Giants,EDGE,1,1,6.0,6.0,6,6,,,,
new-york-giants,New York Giants,OT,1,1,7.0,7.0,7,7,,,,
new-york-giants,New York Giants,TE,1,1,7.0,7.0,7,7,,,,
new-york-jets,New York Jets,IOL,5,3,4.8,5.0,4,5,,,,
new-york-jets,New York Jets,DL,4,4,2.5,2.0,2,4,,,,
new-york-jets,New York Jets,LB,4,4,3.0,3.0,2,4,,,,
new-york-jets,New York Jets,OT,4,3,1.25,1.0,1,2,,,,
new-york-jets,New York Jets,QB,2,1,5.0,5.0,5,5,,,,
new-york-jets,New York Jets,S,2,2,5.5,5.5,5,6,,,,
new-york-jets,New York Jets,EDGE,1,1,6.0,6.0,6,6,,,,
new-york-jets,New York Jets,RB,1,1,6.0,6.0,6,6,,,,
new-york-jets,New York Jets,TE,1,1,4.0,4.0,4,4,,,,
new-york-jets,New York Jets,WR,1,1,1.0,1.0,1,1,,,,
philadelphia-eagles,Philadelphia Eagles,S,9,8,3.888888888888889,3.0,1,7,,,,
philadelphia-eagles,Philadelphia Eagles,DL,8,4,1.375,1.0,1,3,,,,
philadelphia-eagles,Philadelphia Eagles,OT,8,6,2.5,2.0,1,7,,,,
philadelphia-eagles,Philadelphia Eagles,RB,8,7,3.5,3.0,2,7,,,,
philadelphia-eagles,Philadelphia Eagles,LB,7,6,5.428571428571429,7.0,1,7,,,,
philadelphia-eagles,Philadelphia Eagles,WR,7,6,5.714285714285714,7.0,3,7,,,,
philadelphia-eagles,Philadelphia Eagles,EDGE,6,5,2.1666666666666665,2.0,1,3,,,,
philadelphia-eagles,Philadelphia Eagles,TE,5,4,3.0,2.0,1,7,,,,
philadelphia-eagles,Philadelphia Eagles,CB,4,4,4.0,3.5,2,7,,,,
philadelphia-eagles,Philadelphia Eagles,IOL,2,2,4.0,4.0,1,7,,,,
philadelphia-eagles,Philadelphia Eagles,QB,2,2,7.0,7.0,7,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,CB,23,13,2.782608695652174,2.0,1,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,OT,19,8,2.0,2.0,1,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,DL,17,11,3.8823529411764706,3.0,1,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,LB,16,9,4.25,3.5,2,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,WR,12,8,5.166666666666667,4.0,3,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,EDGE,11,6,4.0,4.0,1,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,S,11,9,4.454545454545454,4.0,1,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,IOL,10,7,3.4,2.5,2,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,TE,7,5,4.714285714285714,7.0,1,7,,,,
pittsburgh-steelers,Pittsburgh Steelers,QB,4,3,7.0,7.0,7,7,,,,
san-francisco-49ers,San Francisco 49ers,CB,10,8,4.4,3.0,3,7,,,,
san-francisco-49ers,San Francisco 49ers,EDGE,10,6,5.2,5.0,3,7,,,,
san-francisco-49ers,San Francisco 49ers,TE,10,6,5.8,6.5,3,7,,,,
san-francisco-49ers,San Francisco 49ers,WR,10,10,5.4,5.0,3,7,,,,
san-francisco-49ers,San Francisco 49ers,S,9,7,4.555555555555555,5.0,3,7,,,,
san-francisco-49ers,San Francisco 49ers,DL,8,7,6.125,7.0,3,7,,,,
san-francisco-49ers,San Francisco 49ers,OT,8,6,4.125,3.5,3,7,,,,
san-francisco-49ers,San Francisco 49ers,IOL,7,5,5.142857142857143,5.0,3,7,,,,
san-francisco-49ers,San Francisco 49ers,RB,5,3,5.0,5.0,3,6,,,,
san-francisco-49ers,San Francisco 49ers,LB,4,3,5.25,5.0,4,7,,,,
san-francisco-49ers,San Francisco 49ers,QB,4,2,6.25,6.5,5,7,,,,
san-francisco-49ers,San Francisco 49ers,K,1,1,7.0,7.0,7,7,,,,
seattle-seahawks,Seattle Seahawks,IOL,7,6,3.142857142857143,2.0,1,6,,,,
seattle-seahawks,Seattle Seahawks,RB,7,6,4.428571428571429,4.0,2,7,,,,
seattle-seahawks,Seattle Seahawks,DL,6,6,3.3333333333333335,3.5,1,5,,,,
seattle-seahawks,Seattle Seahawks,EDGE,5,5,2.4,2.0,1,5,,,,
seattle-seahawks,Seattle Seahawks,LB,5,5,4.0,3.0,3,7,,,,
seattle-seahawks,Seattle Seahawks,QB,4,3,3.0,2.5,1,6,,,,
seattle-seahawks,Seattle Seahawks,WR,4,4,3.5,3.0,2,6,,,,
seattle-seahawks,Seattle Seahawks,CB,3,3,3.3333333333333335,2.0,1,7,,,,
seattle-seahawks,Seattle Seahawks,OT,2,2,5.5,5.5,5,6,,,,
seattle-seahawks,Seattle Seahawks,S,2,2,4.0,4.0,3,5,,,,
seattle-seahawks,Seattle Seahawks,TE,2,2,2.0,2.0,1,3,,,,
seattle-seahawks,Seattle Seahawks,LS,1,1,7.0,7.0,7,7,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,EDGE,3,3,5.333333333333333,7.0,2,7,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,CB,2,2,6.5,6.5,6,7,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,LB,2,2,5.5,5.5,5,6,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,OT,2,2,1.5,1.5,1,2,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,QB,2,2,3.5,3.5,1,6,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,RB,2,2,5.0,5.0,5,5,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,DL,1,1,5.0,5.0,5,5,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,IOL,1,1,3.0,3.0,3,3,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,S,1,1,6.0,6.0,6,6,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,TE,1,1,3.0,3.0,3,3,,,,
tampa-bay-buccaneers,Tampa Bay Buccaneers,WR,1,1,6.0,6.0,6,6,,,,
tennessee-titans,Tennessee Titans,IOL,9,7,5.333333333333333,6.0,2,7,,,,
tennessee-titans,Tennessee Titans,WR,6,6,2.3333333333333335,2.5,1,3,,,,
tennessee-titans,Tennessee Titans,EDGE,4,4,2.75,2.5,1,5,,,,
tennessee-titans,Tennessee Titans,OT,4,3,2.75,1.5,1,7,,,,
tennessee-titans,Tennessee Titans,CB,3,3,4.0,5.0,2,5,,,,
tennessee-titans,Tennessee Titans,TE,3,3,6.333333333333333,6.0,6,7,,,,
tennessee-titans,Tennessee Titans,K,2,1,7.0,7.0,7,7,,,,
tennessee-titans,Tennessee Titans,LB,2,2,6.0,6.0,5,7,,,,
tennessee-titans,Tennessee Titans,QB,2,1,1.0,1.0,1,1,,,,
tennessee-titans,Tennessee Titans,DL,1,1,3.0,3.0,3,3,,,,
washington-commanders,Washington Commanders,CB,5,4,1.8,2.0,1,2,,,,
washington-commanders,Washington Commanders,IOL,5,4,4.8,5.0,3,6,,,,
washington-commanders,Washington Commanders,OT,5,3,1.4,1.0,1,3,,,,
washington-commanders,Washington Commanders,RB,5,4,4.8,5.0,4,6,,,,
washington-commanders,Washington Commanders,EDGE,4,3,5.5,6.0,3,7,,,,
washington-commanders,Washington Commanders,LB,4,3,3.5,3.5,2,5,,,,
washington-commanders,Washington Commanders,QB,4,3,6.5,6.5,6,7,,,,
washington-commanders,Washington Commanders,TE,4,4,4.0,3.5,2,7,,,,
washington-commanders,Washington Commanders,WR,4,4,5.75,6.0,4,7,,,,
washington-commanders,Washington Commanders,S,2,2,4.5,4.5,3,6,,,,
